a	ఒక	oka	[sound:ఒక_google_female.mp3]	ఒక పుస్తకం నా దగ్గర ఉంది.	I have a book.
attend	హాజరు	hājaru	[sound:హాజరు_google_female.mp3]	న    	na
attend to	హాజరు	hājaru	[sound:హాజరు_google_female.mp3]	న    	na
attention	శ్రద్ధ	śrad'dha	[sound:శ్రద్ధ_google_female.mp3]	న    	na
attitude	వైఖరి	vaikhari	[sound:వైఖరి_google_female.mp3]	న    	na
attorney	న్యాయవాది	n'yāyavādi	[sound:న్యాయవాది_google_female.mp3]	న    	na
attract	ఆకర్షిస్తాయి	ākarṣistāyi	[sound:ఆకర్షిస్తాయి_google_female.mp3]	న    	na
attraction	ఆకర్షణ	ākarṣaṇa	[sound:ఆకర్షణ_google_female.mp3]	న    	na
attractive	ఆకర్షణీయమైన	ākarṣaṇīyamaina	[sound:ఆకర్షణీయమైన_google_female.mp3]	న    	na
audience	ప్రేక్షకులు	prēkṣakulu	[sound:ప్రేక్షకులు_google_female.mp3]	న    	na
August	ఆగస్టు	āgasṭu	[sound:ఆగస్టు_google_female.mp3]	న    	na
aunt	అత్త	atta	[sound:అత్త_google_female.mp3]	న    	na
author	రచయిత	racayita	[sound:రచయిత_google_female.mp3]	న    	na
authority	అధికారం	adhikāraṁ	[sound:అధికారం_google_female.mp3]	న    	na
automatic	ఆటోమేటిక్	āṭōmēṭik	[sound:ఆటోమేటిక్_google_female.mp3]	న    	na
automatically	స్వయంచాలకంగా	svayan̄cālakaṅgā	[sound:స్వయంచాలకంగా_google_female.mp3]	న    	na
autumn	శరదృతువు	śaradr̥tuvu	[sound:శరదృతువు_google_female.mp3]	న    	na
available	అందుబాటులో	andubāṭulō	[sound:అందుబాటులో_google_female.mp3]	న    	na
average	సగటు	sagaṭu	[sound:సగటు_google_female.mp3]	న    	na
avoid	నివారించండి	nivārin̄caṇḍi	[sound:నివారించండి_google_female.mp3]	న    	na
awake	మేల్కొని	mēlkoni	[sound:మేల్కొని_google_female.mp3]	న    	na
award	అవార్డు	avārḍu	[sound:అవార్డు_google_female.mp3]	న    	na
aware	తెలుసు	telusu	[sound:తెలుసు_google_female.mp3]	న    	na
away	దూరంగా	dūraṅgā	[sound:దూరంగా_google_female.mp3]	న    	na
awful	భయంకరం	bhayaṅkaraṁ	[sound:భయంకరం_google_female.mp3]	న    	na
awfully	భయంకరంగా	bhayaṅkaraṅgā	[sound:భయంకరంగా_google_female.mp3]	న    	na
awkward	ఇబ్బందికరమైన	ibbandikaramaina	[sound:ఇబ్బందికరమైన_google_female.mp3]	న    	na
awkwardly	వికారంగా	vikāraṅgā	[sound:వికారంగా_google_female.mp3]	న    	na
baby	శిశువు	śiśuvu	[sound:శిశువు_google_female.mp3]	న    	na
back	తిరిగి	tirigi	[sound:తిరిగి_google_female.mp3]	న    	na
background	నేపథ్యం	nēpathyaṁ	[sound:నేపథ్యం_google_female.mp3]	న    	na
back up	బ్యాకప్	byākap	[sound:బ్యాకప్_google_female.mp3]	న    	na
backward	వెనుకబడిన	venukabaḍina	[sound:వెనుకబడిన_google_female.mp3]	న    	na
backwards	వెనుకకు	venukaku	[sound:వెనుకకు_google_female.mp3]	న    	na
bacteria	బాక్టీరియా	bākṭīriyā	[sound:బాక్టీరియా_google_female.mp3]	న    	na
bad	చెడు	ceḍu	[sound:చెడు_google_female.mp3]	న    	na
badly	చెడుగా	ceḍugā	[sound:చెడుగా_google_female.mp3]	న    	na
bad-tempered	చెడు స్వభావం కలవాడు	ceḍu svabhāvaṁ kalavāḍu	[sound:చెడు స్వభావం కలవాడు_google_female.mp3]	న    	na
bag	సంచి	san̄ci	[sound:సంచి_google_female.mp3]	న    	na
baggage	సామాను	sāmānu	[sound:సామాను_google_female.mp3]	న    	na
bake	కాల్చండి	kālcaṇḍi	[sound:కాల్చండి_google_female.mp3]	న    	na
balance	సంతులనం	santulanaṁ	[sound:సంతులనం_google_female.mp3]	న    	na
ball	బంతి	banti	[sound:బంతి_google_female.mp3]	న    	na
ban	నిషేధించండి	niṣēdhin̄caṇḍi	[sound:నిషేధించండి_google_female.mp3]	న    	na
band	బ్యాండ్	byāṇḍ	[sound:బ్యాండ్_google_female.mp3]	న    	na
bandage	కట్టు	kaṭṭu	[sound:కట్టు_google_female.mp3]	న    	na
bank	బ్యాంకు	byāṅku	[sound:బ్యాంకు_google_female.mp3]	న    	na
bar	బార్	bār	[sound:బార్_google_female.mp3]	న    	na
bargain	బేరం	bēraṁ	[sound:బేరం_google_female.mp3]	న    	na
barrier	అడ్డంకి	aḍḍaṅki	[sound:అడ్డంకి_google_female.mp3]	న    	na
base	బేస్	bēs	[sound:బేస్_google_female.mp3]	న    	na
based	ఆధారంగా	ādhāraṅgā	[sound:ఆధారంగా_google_female.mp3]	న    	na
base on	ఆధారంగా	ādhāraṅgā	[sound:ఆధారంగా_google_female.mp3]	న    	na
basic	ప్రాథమిక	prāthamika	[sound:ప్రాథమిక_google_female.mp3]	న    	na
basically	ప్రాథమికంగా	prāthamikaṅgā	[sound:ప్రాథమికంగా_google_female.mp3]	న    	na
basis	ఆధారంగా	ādhāraṅgā	[sound:ఆధారంగా_google_female.mp3]	న    	na
bath	స్నానం	snānaṁ	[sound:స్నానం_google_female.mp3]	న    	na
bathroom	బాత్రూమ్	bātrūm	[sound:బాత్రూమ్_google_female.mp3]	న    	na
battery	బ్యాటరీ	byāṭarī	[sound:బ్యాటరీ_google_female.mp3]	న    	na
battle	యుద్ధం	yud'dhaṁ	[sound:యుద్ధం_google_female.mp3]	న    	na
bay	బే	bē	[sound:బే_google_female.mp3]	న    	na
be	ఉంటుంది	uṇṭundi	[sound:ఉంటుంది_google_female.mp3]	న    	na
beach	బీచ్	bīc	[sound:బీచ్_google_female.mp3]	న    	na
beak	ముక్కు	mukku	[sound:ముక్కు_google_female.mp3]	న    	na
bear	ఎలుగుబంటి	elugubaṇṭi	[sound:ఎలుగుబంటి_google_female.mp3]	న    	na
beard	గడ్డం	gaḍḍaṁ	[sound:గడ్డం_google_female.mp3]	న    	na
beat	కొట్టారు	koṭṭāru	[sound:కొట్టారు_google_female.mp3]	న    	na
beat up	కొట్టారు	koṭṭāru	[sound:కొట్టారు_google_female.mp3]	న    	na
beautiful	అందమైన	andamaina	[sound:అందమైన_google_female.mp3]	న    	na
beautifully	అందంగా	andaṅgā	[sound:అందంగా_google_female.mp3]	న    	na
beauty	అందం	andaṁ	[sound:అందం_google_female.mp3]	న    	na
because	ఎందుకంటే	endukaṇṭē	[sound:ఎందుకంటే_google_female.mp3]	న    	na
because of	ఎందుకంటే	endukaṇṭē	[sound:ఎందుకంటే_google_female.mp3]	న    	na
become	అవుతాయి	avutāyi	[sound:అవుతాయి_google_female.mp3]	న    	na
bed	మంచం	man̄caṁ	[sound:మంచం_google_female.mp3]	న    	na
bedroom	పడకగది	paḍakagadi	[sound:పడకగది_google_female.mp3]	న    	na
beef	గొడ్డు మాంసం	goḍḍu mānsaṁ	[sound:గొడ్డు మాంసం_google_female.mp3]	న    	na
beer	బీరు	bīru	[sound:బీరు_google_female.mp3]	న    	na
before	ముందు	mundu	[sound:ముందు_google_female.mp3]	న    	na
begin	ప్రారంభం	prārambhaṁ	[sound:ప్రారంభం_google_female.mp3]	న    	na
beginning	ప్రారంభం	prārambhaṁ	[sound:ప్రారంభం_google_female.mp3]	న    	na
behalf	తరపున	tarapuna	[sound:తరపున_google_female.mp3]	న    	na
behave	ప్రవర్తిస్తారు	pravartistāru	[sound:ప్రవర్తిస్తారు_google_female.mp3]	న    	na
behaviour	ప్రవర్తన	pravartana	[sound:ప్రవర్తన_google_female.mp3]	న    	na
behind	వెనుక	venuka	[sound:వెనుక_google_female.mp3]	న    	na
be left over	మిగులుతుంది	migulutundi	[sound:మిగులుతుంది_google_female.mp3]	న    	na
belief	నమ్మకం	nam'makaṁ	[sound:నమ్మకం_google_female.mp3]	న    	na
believe	నమ్మకం	nam'makaṁ	[sound:నమ్మకం_google_female.mp3]	న    	na
believe in	నమ్మకం	nam'makaṁ	[sound:నమ్మకం_google_female.mp3]	న    	na
bell	గంట	gaṇṭa	[sound:గంట_google_female.mp3]	న    	na
belong	చెందినవి	cendinavi	[sound:చెందినవి_google_female.mp3]	న    	na
belong to	చెందినవి	cendinavi	[sound:చెందినవి_google_female.mp3]	న    	na
below	క్రింద	krinda	[sound:క్రింద_google_female.mp3]	న    	na
belt	బెల్ట్	belṭ	[sound:బెల్ట్_google_female.mp3]	న    	na
bend	వంచు	van̄cu	[sound:వంచు_google_female.mp3]	న    	na
beneath	కింద	kinda	[sound:కింద_google_female.mp3]	న    	na
benefit	ప్రయోజనం	prayōjanaṁ	[sound:ప్రయోజనం_google_female.mp3]	న    	na
bent	వంగి	vaṅgi	[sound:వంగి_google_female.mp3]	న    	na
beside	పక్కన	pakkana	[sound:పక్కన_google_female.mp3]	న    	na
best	ఉత్తమమైనది	uttamamainadi	[sound:ఉత్తమమైనది_google_female.mp3]	ఈ పుస్తకం ఉత్తమమైనది, మీకు ఇది చదవడం తప్పనిసరిగా అవసరం.	This book is excellent; you definitely need to read it.
bet	పందెం	pandeṁ	[sound:పందెం_google_female.mp3]	అతను క్రికెట్ మ్యాచ్‌పై పందెం వేసాడు. 	He placed a bet on the cricket match.
better	మెరుగైన	merugaina	[sound:మెరుగైన_google_female.mp3]	ఈ కొత్త పద్ధతులు మెరుగైన ఫలితాలను ఇస్తున్నాయి.	These new methods are yielding better results.
betting	బెట్టింగ్	beṭṭiṅg	[sound:బెట్టింగ్_google_female.mp3]	క్రికెట్ మ్యాచ్‌లపై బెట్టింగ్ చేయడం కట్టుదిట్టంగా నిషేదించబడింది. 	Betting on cricket matches is strictly prohibited.
between	మధ్య	madhya	[sound:మధ్య_google_female.mp3]	ఆమె రెండు పుస్తకాలు మధ్య కూర్చుంది. 	She sat between the two books.
beyond	దాటి	dāṭi	[sound:దాటి_google_female.mp3]	ఆ నది దాటి దారి పయనించాలి.	You need to travel across the river.
bicycle	సైకిల్	saikil	[sound:సైకిల్_google_female.mp3]	నేను నిన్న సైకిల్ మీద నడిచాను.	I rode a bicycle yesterday.
bid 1	వేలం 1	vēlaṁ 1	[sound:వేలం 1_google_female.mp3]	ఆ వేలంలో అతను రూ. 10,000 వేలం పెట్టాడు.  వేడుకలో అతను వేలం పట్టారు.	He placed a bid of ₹10,000 in the auction.  He threw the spear during the celebration.
big	పెద్ద	pedda	[sound:పెద్ద_google_female.mp3]	అది ఒక పెద్ద పుస్తకం.	That is a big book.
bike	బైక్	baik	[sound:బైక్_google_female.mp3]	అతనికి కొత్త బైక్ కొనే ఆసక్తి ఉంది.	He is interested in buying a new bike.
bill	బిల్లు	billu	[sound:బిల్లు_google_female.mp3]	నా కరెంటు బిల్లు ఈ నెలలో వచ్చిది.	My electricity bill came this month.
billion	బిలియన్	biliyan	[sound:బిలియన్_google_female.mp3]	ప్రపంచ జనాభా సుమారు 7 బిలియన్ మందిగా అంచనా వేయబడింది.	The world's population is estimated to be around 7 billion people.
bin	డబ్బా	ḍabbā	[sound:డబ్బా_google_female.mp3]	ఆమె ఆహారాన్ని డబ్బాలో పెట్టింది.	She put the food in the box.
biology	జీవశాస్త్రం	jīvaśāstraṁ	[sound:జీవశాస్త్రం_google_female.mp3]	నాకు జీవశాస్త్రం చాలా ఇష్టమైంది. 	I like biology a lot.
bird	పక్షి	pakṣi	[sound:పక్షి_google_female.mp3]	ఆ పక్షి చాలా అందంగా ఉంది. 	That bird is very beautiful.
birth	పుట్టుక	puṭṭuka	[sound:పుట్టుక_google_female.mp3]	ప్రకృతిలో ప్రతి జీవి పుట్టుక కంటే చాలా ప్రత్యేకం.	Every living being in nature is unique in its birth.
birthday	పుట్టినరోజు	puṭṭinarōju	[sound:పుట్టినరోజు_google_female.mp3]	ఈ సంవత్సరం నా పుట్టినరోజు వేడుక చాలా ప్రత్యేకంగా ఉంది.	This year's birthday celebration is very special.
biscuit	బిస్కెట్	biskeṭ	[sound:బిస్కెట్_google_female.mp3]	కాఫీతో బిస్కెట్ తినడం చాలా ఆసక్తికరంగా ఉంటుంది.	Eating biscuits with coffee is very enjoyable.
bit	బిట్	biṭ	[sound:బిట్_google_female.mp3]	అతనికి కంప్యూటర్‌లో పనిచేయడానికి మంచి బిట్ వివరాలు ఉన్నాయి.	He has good bit details to work on the computer.
bite	కొరుకు	koruku	[sound:కొరుకు_google_female.mp3]	అతనికి ఒక మురికి పాము కొరుకు పెట్టింది.  ఈ ప్రాంతంలో నీటి కొరుకు ఉందని చెప్పారు.	A dirty snake bit him.  They said there is a shortage of water in this area.
bitter	చేదు	cēdu	[sound:చేదు_google_female.mp3]	ఆ కాయికలు చేదుగా ఉన్నాయి.	Those vegetables are bitter.
bitterly	చేదుగా	cēdugā	[sound:చేదుగా_google_female.mp3]	అతను ప్రదర్శనలో చెదుగా ప్రవర్తించాడు.	He behaved badly during the performance.
black	నలుపు	nalupu	[sound:నలుపు_google_female.mp3]	ఆమెకు నలుపు రంగు చాలా ఇష్టం.	She likes the color black very much.
blade	బ్లేడ్	blēḍ	[sound:బ్లేడ్_google_female.mp3]	ఈ కత్తి బ్లేడ్ చాలా కట్టింగ్ పవర్ కలిగి ఉంది.	This knife blade has a lot of cutting power.
blame	నిందిస్తారు	nindistāru	[sound:నిందిస్తారు_google_female.mp3]	అతను విఫలమైన పనుల గురించి నిందిస్తారు.	They criticize him for his failed work.
blank	ఖాళీ	khāḷī	[sound:ఖాళీ_google_female.mp3]	దయచేసి ఈ ఫారంలో ఖాళీ ప్రదేశాలను పూరించండి.	Please fill in the blank spaces in this form.
blind	అంధుడు	andhuḍu	[sound:అంధుడు_google_female.mp3]	అంధుడు తన అడ్డంకులను ధైర్యంగా ఎదుర్కొన్నాడు.	The blind man faced his challenges bravely.
block	నిరోధించు	nirōdhin̄cu	[sound:నిరోధించు_google_female.mp3]	రోగాన్ని నిరోధించడానికి ముందు జాగ్రత్తలు తీసుకోవాలి.	Precautions must be taken to prevent the disease.
blonde	అందగత్తె	andagatte	[sound:అందగత్తె_google_female.mp3]	ఆమెను అందగత్తె అని అందరూ పిలుస్తారు.  అందరూ ఆమెను తెల్లటి జుట్టు ఉన్న అమ్మాయిగా పిలుస్తారు.	Everyone calls her a beautiful woman.  Everyone calls her a blonde.
blood	రక్తం	raktaṁ	[sound:రక్తం_google_female.mp3]	రక్తం శరీరంలో ఎంతో ముఖ్యమైన పాత్ర పోషిస్తుంది.	Blood plays a very important role in the body.
blow	దెబ్బ	debba	[sound:దెబ్బ_google_female.mp3]	ప్రమాదంలో అతనికి తలపై తీవ్ర దెబ్బతగిలింది.	He received a severe blow to the head in the accident.
blow out	బయటకు ఊదండి	bayaṭaku ūdaṇḍi	[sound:బయటకు ఊదండి_google_female.mp3]	మోములను ఆర్పేప్పుడు, బట్టలు మంటల్లో పడకుండా బయటకు ఊదండి.	When blowing out the candles, blow outside to avoid cloths falling into the flames.
blow up	పేల్చివేయు	pēlcivēyu	[sound:పేల్చివేయు_google_female.mp3]	వారు బాంబును పేల్చివేయాలని యోచిస్తున్నారు.	They are planning to detonate the bomb.
blue	నీలం	nīlaṁ	[sound:నీలం_google_female.mp3]	ఆకాశం నీలంగా ఉంది.	The sky is blue.
board	బోర్డు	bōrḍu	[sound:బోర్డు_google_female.mp3]	స్కూల్‌లో కొత్త బోర్డు ఏర్పాటు చేశారు.	A new board has been set up in the school.
boat	పడవ	paḍava	[sound:పడవ_google_female.mp3]	మేము నదిలో పడవలో ప్రయాణించాం.	We traveled by boat on the river.
body	శరీరం	śarīraṁ	[sound:శరీరం_google_female.mp3]	అతని శరీరం మంచి ఆరోగ్యంగా ఉంది.	His body is in good health.
boil	ఉడకబెట్టండి	uḍakabeṭṭaṇḍi	[sound:ఉడకబెట్టండి_google_female.mp3]	అతనిని ఉడకబెట్టడం మంచిది కాదు.  నీళ్లను ఉడకబెట్టండి, తరువాత కూరలో వేసి వేయించండి.	It is not good to embarrass him.  Boil the water, then add it to the curry.
bomb	బాంబు	bāmbu	[sound:బాంబు_google_female.mp3]	ఉగ్రవాదులు బాంబును పేల్చివేశారు.	The terrorists detonated the bomb.
bone	ఎముక	emuka	[sound:ఎముక_google_female.mp3]	ఆమెకు ఎముకలు బలంగా ఉండాలి.	She needs to have strong bones.
book	పుస్తకం	pustakaṁ	[sound:పుస్తకం_google_female.mp3]	నేను ఈ పుస్తకం చదివాను, ఇది చాలా ఆసక్తికరమైనది.	I read this book, and it is very interesting.
boot	బూట్	būṭ	[sound:బూట్_google_female.mp3]	అతను బూట్లను నప్పిడి పెట్టాడు.	He wore the boots.
border	సరిహద్దు	sarihaddu	[sound:సరిహద్దు_google_female.mp3]	ఇది మన దేశానికి సంబంధించిన సరిహద్దు ప్రాంతం.	This is a border area related to our country.
bore	బోర్ కొట్టింది	bōr koṭṭindi	[sound:బోర్ కొట్టింది_google_female.mp3]	మా క్లాస్‌లో బోర్ కొట్టింది, అందుకే నేను పుస్తకం చదివాను.	I got bored in our class, so I read a book.
bored	నీరసం	nīrasaṁ	[sound:నీరసం_google_female.mp3]	ఈ పాఠం నాకు చాలా బోర్ కొట్టింది.	This lesson bored me a lot.
boring	నీరసం	nīrasaṁ	[sound:నీరసం_google_female.mp3]	ఈ సినిమా చాలా నిరాసాగా ఉంది.	This movie is very boring.
born	పుట్టింది	puṭṭindi	[sound:పుట్టింది_google_female.mp3]	ఆమెకు కూతురు పుట్టింది.	She gave birth to a daughter.
borrow	అప్పు తీసుకుంటారు	appu tīsukuṇṭāru	[sound:అప్పు తీసుకుంటారు_google_female.mp3]	అతను నూతన ఇంటిని కొనడానికి అప్పు తీసుకుంటాడు.	He takes a loan to buy a new house.
boss	బాస్	bās	[sound:బాస్_google_female.mp3]	న    	na
both	రెండూ	reṇḍū	[sound:రెండూ_google_female.mp3]	న    	na
bother	ఇబ్బంది పెడతారు	ibbandi peḍatāru	[sound:ఇబ్బంది పెడతారు_google_female.mp3]	న    	na
bottle	సీసా	sīsā	[sound:సీసా_google_female.mp3]	న    	na
bottom	దిగువన	diguvana	[sound:దిగువన_google_female.mp3]	న    	na
bound	కట్టుబడి	kaṭṭubaḍi	[sound:కట్టుబడి_google_female.mp3]	న    	na
bowl	గిన్నె	ginne	[sound:గిన్నె_google_female.mp3]	న    	na
box	పెట్టె	peṭṭe	[sound:పెట్టె_google_female.mp3]	న    	na
boy	అబ్బాయి	abbāyi	[sound:అబ్బాయి_google_female.mp3]	న    	na
boyfriend	ప్రియుడు	priyuḍu	[sound:ప్రియుడు_google_female.mp3]	న    	na
brain	మెదడు	medaḍu	[sound:మెదడు_google_female.mp3]	న    	na
branch	శాఖ	śākha	[sound:శాఖ_google_female.mp3]	న    	na
brand	బ్రాండ్	brāṇḍ	[sound:బ్రాండ్_google_female.mp3]	న    	na
brave	ధైర్యవంతుడు	dhairyavantuḍu	[sound:ధైర్యవంతుడు_google_female.mp3]	న    	na
bread	రొట్టె	roṭṭe	[sound:రొట్టె_google_female.mp3]	న    	na
break	బ్రేక్	brēk	[sound:బ్రేక్_google_female.mp3]	న    	na
break down	విచ్ఛిన్నం	vicchinnaṁ	[sound:విచ్ఛిన్నం_google_female.mp3]	న    	na
breakfast	అల్పాహారం	alpāhāraṁ	[sound:అల్పాహారం_google_female.mp3]	న    	na
break in	లోపలికి ప్రవేశించండి	lōpaliki pravēśin̄caṇḍi	[sound:లోపలికి ప్రవేశించండి_google_female.mp3]	న    	na
break into	ప్రవేశించండి	pravēśin̄caṇḍi	[sound:ప్రవేశించండి_google_female.mp3]	న    	na
break off	విడిపోతాయి	viḍipōtāyi	[sound:విడిపోతాయి_google_female.mp3]	న    	na
break out	విరుచుకుపడతాయి	virucukupaḍatāyi	[sound:విరుచుకుపడతాయి_google_female.mp3]	న    	na
break up	విడిపోతారు	viḍipōtāru	[sound:విడిపోతారు_google_female.mp3]	న    	na
breast	రొమ్ము	rom'mu	[sound:రొమ్ము_google_female.mp3]	న    	na
breath	శ్వాస	śvāsa	[sound:శ్వాస_google_female.mp3]	న    	na
breathe	ఊపిరి పీల్చుకుంటారు	ūpiri pīlcukuṇṭāru	[sound:ఊపిరి పీల్చుకుంటారు_google_female.mp3]	న    	na
breathe in	ఊపిరి పీల్చుకోండి	ūpiri pīlcukōṇḍi	[sound:ఊపిరి పీల్చుకోండి_google_female.mp3]	న    	na
breathe out	ఊపిరి పీల్చుకోండి	ūpiri pīlcukōṇḍi	[sound:ఊపిరి పీల్చుకోండి_google_female.mp3]	న    	na
breathing	శ్వాస	śvāsa	[sound:శ్వాస_google_female.mp3]	న    	na
breed	జాతి	jāti	[sound:జాతి_google_female.mp3]	న    	na
brick	ఇటుక	iṭuka	[sound:ఇటుక_google_female.mp3]	న    	na
bridge	వంతెన	vantena	[sound:వంతెన_google_female.mp3]	న    	na
brief	క్లుప్తంగా	kluptaṅgā	[sound:క్లుప్తంగా_google_female.mp3]	న    	na
briefly	క్లుప్తంగా	kluptaṅgā	[sound:క్లుప్తంగా_google_female.mp3]	న    	na
bright	ప్రకాశవంతమైన	prakāśavantamaina	[sound:ప్రకాశవంతమైన_google_female.mp3]	న    	na
brightly	ప్రకాశవంతంగా	prakāśavantaṅgā	[sound:ప్రకాశవంతంగా_google_female.mp3]	న    	na
brilliant	తెలివైన	telivaina	[sound:తెలివైన_google_female.mp3]	న    	na
bring	తీసుకురండి	tīsukuraṇḍi	[sound:తీసుకురండి_google_female.mp3]	న    	na
bring back	తిరిగి తీసుకురండి	tirigi tīsukuraṇḍi	[sound:తిరిగి తీసుకురండి_google_female.mp3]	న    	na
bring down	దించు	din̄cu	[sound:దించు_google_female.mp3]	న    	na
bring forward	ముందుకు తీసుకురండి	munduku tīsukuraṇḍi	[sound:ముందుకు తీసుకురండి_google_female.mp3]	న    	na
bring out	బయటకు తీసుకురండి	bayaṭaku tīsukuraṇḍi	[sound:బయటకు తీసుకురండి_google_female.mp3]	న    	na
bring up	తీసుకురండి	tīsukuraṇḍi	[sound:తీసుకురండి_google_female.mp3]	న    	na
broad	విశాలమైనది	viśālamainadi	[sound:విశాలమైనది_google_female.mp3]	న    	na
broadcast	ప్రసారం	prasāraṁ	[sound:ప్రసారం_google_female.mp3]	న    	na
broadly	విస్తృతంగా	vistr̥taṅgā	[sound:విస్తృతంగా_google_female.mp3]	న    	na
broken	విరిగిపోయింది	virigipōyindi	[sound:విరిగిపోయింది_google_female.mp3]	న    	na
brother	సోదరుడు	sōdaruḍu	[sound:సోదరుడు_google_female.mp3]	న    	na
brown	గోధుమ రంగు	gōdhuma raṅgu	[sound:గోధుమ రంగు_google_female.mp3]	న    	na
brush	బ్రష్	braṣ	[sound:బ్రష్_google_female.mp3]	న    	na
bubble	బుడగ	buḍaga	[sound:బుడగ_google_female.mp3]	న    	na
budget	బడ్జెట్	baḍjeṭ	[sound:బడ్జెట్_google_female.mp3]	న    	na
build	నిర్మించు	nirmin̄cu	[sound:నిర్మించు_google_female.mp3]	న    	na
building	భవనం	bhavanaṁ	[sound:భవనం_google_female.mp3]	న    	na
build up	నిర్మించడానికి	nirmin̄caḍāniki	[sound:నిర్మించడానికి_google_female.mp3]	న    	na
bullet	బుల్లెట్	bulleṭ	[sound:బుల్లెట్_google_female.mp3]	న    	na
bunch	బంచ్	ban̄c	[sound:బంచ్_google_female.mp3]	న    	na
burn	కాల్చండి	kālcaṇḍi	[sound:కాల్చండి_google_female.mp3]	న    	na
burn down	కాల్చివేయుము	kālcivēyumu	[sound:కాల్చివేయుము_google_female.mp3]	న    	na
burnt	కాలింది	kālindi	[sound:కాలింది_google_female.mp3]	న    	na
burst	పగిలిపోతుంది	pagilipōtundi	[sound:పగిలిపోతుంది_google_female.mp3]	న    	na
burst into	లోకి దూసుకుపోయింది	lōki dūsukupōyindi	[sound:లోకి దూసుకుపోయింది_google_female.mp3]	న    	na
burst out	పగిలిపోయింది	pagilipōyindi	[sound:పగిలిపోయింది_google_female.mp3]	న    	na
bury	పాతిపెట్టు	pātipeṭṭu	[sound:పాతిపెట్టు_google_female.mp3]	న    	na
bus	బస్సు	bas'su	[sound:బస్సు_google_female.mp3]	న    	na
bush	పొద	poda	[sound:పొద_google_female.mp3]	న    	na
business	వ్యాపారం	vyāpāraṁ	[sound:వ్యాపారం_google_female.mp3]	న    	na
businessman	వ్యాపారవేత్త	vyāpāravētta	[sound:వ్యాపారవేత్త_google_female.mp3]	న    	na
busy	బిజీగా ఉన్నారు	bijīgā unnāru	[sound:బిజీగా ఉన్నారు_google_female.mp3]	న    	na
but	కాని	kāni	[sound:కాని_google_female.mp3]	న    	na
butter	వెన్న	venna	[sound:వెన్న_google_female.mp3]	న    	na
button	బటన్	baṭan	[sound:బటన్_google_female.mp3]	న    	na
buy	కొనండి	konaṇḍi	[sound:కొనండి_google_female.mp3]	న    	na
buyer	కొనుగోలుదారు	konugōludāru	[sound:కొనుగోలుదారు_google_female.mp3]	న    	na
by	ద్వారా	dvārā	[sound:ద్వారా_google_female.mp3]	న    	na
bye	బై	bai	[sound:బై_google_female.mp3]	న    	na
cabinet	మంత్రివర్గం	mantrivargaṁ	[sound:మంత్రివర్గం_google_female.mp3]	న    	na
cable	కేబుల్	kēbul	[sound:కేబుల్_google_female.mp3]	న    	na
cake	కేక్	kēk	[sound:కేక్_google_female.mp3]	న    	na
calculate	లెక్కించు	lekkin̄cu	[sound:లెక్కించు_google_female.mp3]	న    	na
calculation	గణన	gaṇana	[sound:గణన_google_female.mp3]	న    	na
call	కాల్ చేయండి	kāl cēyaṇḍi	[sound:కాల్ చేయండి_google_female.mp3]	న    	na
call back	తిరిగి కాల్ చేయండి	tirigi kāl cēyaṇḍi	[sound:తిరిగి కాల్ చేయండి_google_female.mp3]	న    	na
called	అని పిలిచారు	ani pilicāru	[sound:అని పిలిచారు_google_female.mp3]	న    	na
call for	కోసం కాల్	kōsaṁ kāl	[sound:కోసం కాల్_google_female.mp3]	న    	na
call off	కాల్ ఆఫ్	kāl āph	[sound:కాల్ ఆఫ్_google_female.mp3]	న    	na
call up	కాల్ చేయండి	kāl cēyaṇḍi	[sound:కాల్ చేయండి_google_female.mp3]	న    	na
calm	ప్రశాంతత	praśāntata	[sound:ప్రశాంతత_google_female.mp3]	న    	na
calm down	శాంతించండి	śāntin̄caṇḍi	[sound:శాంతించండి_google_female.mp3]	న    	na
calmly	ప్రశాంతంగా	praśāntaṅgā	[sound:ప్రశాంతంగా_google_female.mp3]	న    	na
camera	కెమెరా	kemerā	[sound:కెమెరా_google_female.mp3]	న    	na
camp	శిబిరం	śibiraṁ	[sound:శిబిరం_google_female.mp3]	న    	na
campaign	ప్రచారం	pracāraṁ	[sound:ప్రచారం_google_female.mp3]	న    	na
camping	క్యాంపింగ్	kyāmpiṅg	[sound:క్యాంపింగ్_google_female.mp3]	న    	na
can 1	చెయ్యవచ్చు 1	ceyyavaccu 1	[sound:చెయ్యవచ్చు 1_google_female.mp3]	న    	na
can 2	చెయ్యవచ్చు 2	ceyyavaccu 2	[sound:చెయ్యవచ్చు 2_google_female.mp3]	న    	na
cancel	రద్దు	raddu	[sound:రద్దు_google_female.mp3]	న    	na
cancer	క్యాన్సర్	kyānsar	[sound:క్యాన్సర్_google_female.mp3]	న    	na
candidate	అభ్యర్థి	abhyarthi	[sound:అభ్యర్థి_google_female.mp3]	న    	na
candy	మిఠాయి	miṭhāyi	[sound:మిఠాయి_google_female.mp3]	న    	na
cannot	కుదరదు	kudaradu	[sound:కుదరదు_google_female.mp3]	న    	na
cap	టోపీ	ṭōpī	[sound:టోపీ_google_female.mp3]	న    	na
capable	సమర్థుడు	samarthuḍu	[sound:సమర్థుడు_google_female.mp3]	న    	na
capacity	సామర్థ్యం	sāmarthyaṁ	[sound:సామర్థ్యం_google_female.mp3]	న    	na
