a 	 ఒక 	ఒక పుస్తకం నా దగ్గర ఉంది.	I have a book.
congratulation 	 అభినందనలు 	న    	na   
congress 	 కాంగ్రెస్ 	న    	na   
connect 	 కనెక్ట్ చేయండి 	న    	na   
connected 	 కనెక్ట్ చేయబడింది 	న    	na   
connection 	 కనెక్షన్ 	న    	na   
conscious 	 చేతనైన 	న    	na   
consequence 	 పర్యవసానంగా 	న    	na   
conservative 	 సంప్రదాయవాది 	న    	na   
consider 	 పరిగణించండి 	న    	na   
considerable 	 గణనీయమైన 	న    	na   
considerably 	 గణనీయంగా 	న    	na   
consideration 	 పరిశీలన 	న    	na   
consist 	 కలిగి ఉంటాయి 	న    	na   
consist of 	 కలిగి ఉంటాయి 	న    	na   
constant 	 స్థిరమైన 	న    	na   
constantly 	 నిరంతరం 	న    	na   
construct 	 నిర్మించు 	న    	na   
construction 	 నిర్మాణం 	న    	na   
consult 	 సంప్రదించండి 	న    	na   
consumer 	 వినియోగదారుడు 	న    	na   
contact 	 సంప్రదించండి 	న    	na   
contain 	 కలిగి ఉంటాయి 	న    	na   
container 	 కంటైనర్ 	న    	na   
contemporary 	 సమకాలీన 	న    	na   
content 1 	 కంటెంట్ 1 	న    	na   
contest 	 పోటీ 	న    	na   
context 	 సందర్భం 	న    	na   
continent 	 ఖండం 	న    	na   
continue 	 కొనసాగుతుంది 	న    	na   
continuous 	 నిరంతర 	న    	na   
continuously 	 నిరంతరం 	న    	na   
contract 	 ఒప్పందం 	న    	na   
contrast 	 విరుద్ధంగా 	న    	na   
contrasting 	 విరుద్ధంగా 	న    	na   
contribute 	 సహకరించండి 	న    	na   
contribution 	 సహకారం 	న    	na   
control 	 నియంత్రణ 	న    	na   
controlled 	 నియంత్రించబడింది 	న    	na   
convenient 	 అనుకూలమైనది 	న    	na   
convention 	 సమావేశం 	న    	na   
conventional 	 సంప్రదాయ 	న    	na   
conversation 	 సంభాషణ 	న    	na   
convert 	 మార్చు 	న    	na   
convince 	 ఒప్పించండి 	న    	na   
cook 	 ఉడికించాలి 	న    	na   
cooker 	 కుక్కర్ 	న    	na   
cookie 	 కుక్కీ 	న    	na   
cooking 	 వంట 	న    	na   
cool 	 చల్లని 	న    	na   
cool down 	 చల్లబరుస్తుంది 	న    	na   
cope 	 భరించవలసి ఉంటుంది 	న    	na   
copy 	 కాపీ 	న    	na   
core 	 కోర్ 	న    	na   
corner 	 మూలలో 	న    	na   
correct 	 సరైనది 	న    	na   
correctly 	 సరిగ్గా 	న    	na   
cost 	 ఖర్చు 	న    	na   
cottage 	 కుటీర 	న    	na   
cotton 	 పత్తి 	న    	na   
cough 	 దగ్గు 	న    	na   
coughing 	 దగ్గు 	న    	na   
could 	 కాలేదు 	న    	na   
council 	 కౌన్సిల్ 	న    	na   
count 	 లెక్కించండి 	న    	na   
counter 	 కౌంటర్ 	న    	na   
count on 	 లెక్కించు 	న    	na   
country 	 దేశం 	న    	na   
countryside 	 పల్లెటూరు 	న    	na   
county 	 కౌంటీ 	న    	na   
couple 	 జంట 	న    	na   
courage 	 ధైర్యం 	న    	na   
course 	 కోర్సు 	న    	na   
court 	 కోర్టు 	న    	na   
cousin 	 బంధువు 	న    	na   
cover 	 కవర్ 	న    	na   
covered 	 కవర్ చేయబడింది 	న    	na   
covering 	 కవరింగ్ 	న    	na   
cover up 	 కప్పిపుచ్చుకుంటారు 	న    	na   
cow 	 ఆవు 	న    	na   
crack 	 పగుళ్లు 	న    	na   
cracked 	 పగులగొట్టింది 	న    	na   
craft 	 క్రాఫ్ట్ 	న    	na   
crash 	 క్రాష్ 	న    	na   
crazy 	 వెర్రి 	న    	na   
cream 	 క్రీమ్ 	న    	na   
create 	 సృష్టించు 	న    	na   
creature 	 జీవి 	న    	na   
credit 	 క్రెడిట్ 	న    	na   
credit card 	 క్రెడిట్ కార్డ్ 	న    	na   
crime 	 నేరం 	న    	na   
criminal 	 నేరస్థుడు 	న    	na   
crisis 	 సంక్షోభం 	న    	na   
crisp 	 స్ఫుటమైన 	న    	na   
criterion 	 ప్రమాణం 	న    	na   
critical 	 క్లిష్టమైన 	న    	na   
criticism 	 విమర్శ 	న    	na   
criticize 	 విమర్శించండి 	న    	na   
crop 	 పంట 	న    	na   
cross 	 క్రాస్ 	న    	na   
cross out 	 క్రాస్ అవుట్ 	న    	na   
crowd 	 గుంపు 	న    	na   
crowded 	 రద్దీగా ఉంది 	న    	na   
crown 	 కిరీటం 	న    	na   
crucial 	 కీలకమైన 	న    	na   
cruel 	 క్రూరమైన 	న    	na   
crush 	 క్రష్ 	న    	na   
cry 	 ఏడుస్తారు 	న    	na   
cry out 	 కేకలు వేయండి 	న    	na   
cultural 	 సాంస్కృతిక 	న    	na   
culture 	 సంస్కృతి 	న    	na   
cup 	 కప్పు 	న    	na   
cupboard 	 అల్మారా 	న    	na   
curb 	 అరికట్టండి 	న    	na   
cure 	 నయం 	న    	na   
curious 	 ఆసక్తిగా 	న    	na   
curiously 	 ఆసక్తిగా 	న    	na   
curl 	 కర్ల్ 	న    	na   
curl up 	 వంకరగా 	న    	na   
curly 	 గిరజాల 	న    	na   
current 	 ప్రస్తుత 	న    	na   
currently 	 ప్రస్తుతం 	న    	na   
curtain 	 తెర 	న    	na   
curve 	 వంపు 	న    	na   
curved 	 వంపు తిరిగింది 	న    	na   
custom 	 ఆచారం 	న    	na   
customer 	 కస్టమర్ 	న    	na   
customs 	 ఆచారాలు 	న    	na   
cut 	 కట్ 	న    	na   
cut back 	 తగ్గించండి 	న    	na   
cut down 	 నరికి 	న    	na   
cut off 	 తెగిపోయింది 	న    	na   
cut out 	 కటౌట్ 	న    	na   
cut up 	 కట్ అప్ 	న    	na   
cycle 	 చక్రం 	న    	na   
cycling 	 సైకిల్ తొక్కడం 	న    	na   
dad 	 నాన్న 	న    	na   
daily 	 రోజువారీ 	న    	na   
damage 	 నష్టం 	న    	na   
damp 	 తడిగా 	న    	na   
dance 	 నృత్యం 	న    	na   
dancer 	 నర్తకి 	న    	na   
dancing 	 నృత్యం 	న    	na   
danger 	 ప్రమాదం 	న    	na   
dangerous 	 ప్రమాదకరమైన 	న    	na   
dare 	 ధైర్యం 	న    	na   
dark 	 చీకటి 	న    	na   
data 	 డేటా 	న    	na   
date 	 తేదీ 	న    	na   
date back 	 నాటిది 	న    	na   
daughter 	 కూతురు 	న    	na   
day 	 రోజు 	న    	na   
dead 	 చనిపోయాడు 	న    	na   
deaf 	 చెవిటివాడు 	న    	na   
deal 	 ఒప్పందం 	న    	na   
deal in 	 ఒప్పందం 	న    	na   
deal with 	 వ్యవహరించండి 	న    	na   
dear 	 ప్రియమైన 	న    	na   
death 	 మరణం 	న    	na   
debate 	 చర్చ 	న    	na   
debt 	 అప్పు 	న    	na   
decade 	 దశాబ్దం 	న    	na   
decay 	 క్షయం 	న    	na   
December 	 డిసెంబర్ 	న    	na   
decide 	 నిర్ణయించుకుంటారు 	న    	na   
decide on 	 నిర్ణయించుకుంటారు 	న    	na   
decision 	 నిర్ణయం 	న    	na   
declare 	 ప్రకటించండి 	న    	na   
decline 	 తగ్గుదల 	న    	na   
decorate 	 అలంకరించండి 	న    	na   
decoration 	 అలంకరణ 	న    	na   
decorative 	 అలంకారమైన 	న    	na   
decrease 	 తగ్గుదల 	న    	na   
deep 	 లోతైన 	న    	na   
deeply 	 లోతుగా 	న    	na   
defeat 	 ఓటమి 	న    	na   
defence 	 రక్షణ 	న    	na   
defend 	 రక్షించు 	న    	na   
define 	 నిర్వచించండి 	న    	na   
definite 	 ఖచ్చితమైన 	న    	na   
definitely 	 ఖచ్చితంగా 	న    	na   
definition 	 నిర్వచనం 	న    	na   
degree 	 డిగ్రీ 	న    	na   
delay 	 ఆలస్యం 	న    	na   
deliberate 	 ఉద్దేశపూర్వకంగా 	న    	na   
deliberately 	 ఉద్దేశపూర్వకంగా 	న    	na   
delicate 	 సున్నితమైన 	న    	na   
delight 	 ఆనందం 	న    	na   
delighted 	 సంతోషించారు 	న    	na   
deliver 	 బట్వాడా 	న    	na   
delivery 	 డెలివరీ 	న    	na   
demand 	 డిమాండ్ 	న    	na   
demonstrate 	 ప్రదర్శించండి 	న    	na   
dentist 	 దంతవైద్యుడు 	న    	na   
deny 	 తిరస్కరించు 	న    	na   
department 	 శాఖ 	న    	na   
departure 	 నిష్క్రమణ 	న    	na   
depend 	 ఆధారపడి ఉంటాయి 	న    	na   
depend on 	 ఆధారపడి ఉంటాయి 	న    	na   
deposit 	 డిపాజిట్ 	న    	na   
depress 	 నిస్పృహ 	న    	na   
depressed 	 అణగారిన 	న    	na   
depressing 	 నిరుత్సాహపరుస్తుంది 	న    	na   
depth 	 లోతు 	న    	na   
derive 	 ఉత్పన్నం 	న    	na   
derive from 	 నుండి ఉద్భవించాయి 	న    	na   
describe 	 వర్ణించండి 	న    	na   
description 	 వివరణ 	న    	na   
desert 	 ఎడారి 	న    	na   
deserted 	 ఎడారి 	న    	na   
deserve 	 అర్హులు 	న    	na   
design 	 డిజైన్ 	న    	na   
desire 	 కోరిక 	న    	na   
desk 	 డెస్క్ 	న    	na   
desperate 	 తీరని 	న    	na   
desperately 	 నిర్విరామంగా 	న    	na   
despite 	 ఉన్నప్పటికీ 	న    	na   
destroy 	 నాశనం 	న    	na   
destruction 	 విధ్వంసం 	న    	na   
detail 	 వివరాలు 	న    	na   
detailed 	 వివరంగా 	న    	na   
determination 	 సంకల్పం 	న    	na   
determine 	 నిర్ణయిస్తాయి 	న    	na   
determined 	 నిర్ణయించారు 	న    	na   
develop 	 అభివృద్ధి 	న    	na   
development 	 అభివృద్ధి 	న    	na   
device 	 పరికరం 	న    	na   
devote 	 అంకితం 	న    	na   
devoted 	 అంకితం చేయబడింది 	న    	na   
devote to 	 అంకితం 	న    	na   
diagram 	 రేఖాచిత్రం 	న    	na   
diamond 	 వజ్రం 	న    	na   
diary 	 డైరీ 	న    	na   
dictionary 	 నిఘంటువు 	న    	na   
die 	 చనిపోతారు 	న    	na   
die away 	 చనిపోతారు 	న    	na   
die out 	 చనిపోతాయి 	న    	na   
diet 	 ఆహారం 	న    	na   
difference 	 తేడా 	న    	na   
different 	 భిన్నమైనది 	న    	na   
differently 	 భిన్నంగా 	న    	na   
difficult 	 కష్టం 	న    	na   
difficulty 	 కష్టం 	న    	na   
dig 	 తవ్వు 	న    	na   
digital 	 డిజిటల్ 	న    	na   
dinner 	 విందు 	న    	na   
direct 	 ప్రత్యక్షంగా 	న    	na   
direction 	 దిశ 	న    	na   
directly 	 నేరుగా 	న    	na   
director 	 దర్శకుడు 	న    	na   
dirt 	 మురికి 	న    	na   
dirty 	 మురికి 	న    	na   
disabled 	 వికలాంగుడు 	న    	na   
disadvantage 	 ప్రతికూలత 	న    	na   
disagree 	 ఏకీభవించలేదు 	న    	na   
disagreement 	 అసమ్మతి 	న    	na   
disagree with doing 	 చేయడంతో విభేదిస్తున్నారు 	న    	na   
disappear 	 అదృశ్యం 	న    	na   
disappoint 	 నిరాశ 	న    	na   
disappointed 	 నిరాశ చెందాడు 	న    	na   
disappointing 	 నిరాశపరిచింది 	న    	na   
disappointment 	 నిరాశ 	న    	na   
disapproval 	 అసమ్మతి 	న    	na   
disapprove 	 ఒప్పుకోరు 	న    	na   
disapproving 	 నిరాకరించడం 	న    	na   
disaster 	 విపత్తు 	న    	na   
disc 	 డిస్క్ 	న    	na   
discipline 	 క్రమశిక్షణ 	న    	na   
discount 	 తగ్గింపు 	న    	na   
discover 	 కనుగొనండి 	న    	na   
discovery 	 ఆవిష్కరణ 	న    	na   
discuss 	 చర్చించండి 	న    	na   
discussion 	 చర్చ 	న    	na   
disease 	 వ్యాధి 	న    	na   
disgust 	 అసహ్యం 	న    	na   
disgusted 	 అసహ్యం వేసింది 	న    	na   
disgusting 	 అసహ్యకరమైన 	న    	na   
dish 	 వంటకం 	న    	na   
dishonest 	 నిజాయితీ లేని 	న    	na   
dishonestly 	 నిజాయితీ లేకుండా 	న    	na   
disk 	 డిస్క్ 	న    	na   
dislike 	 అయిష్టం 	న    	na   
dismiss 	 తొలగించు 	న    	na   
display 	 ప్రదర్శన 	న    	na   
dissolve 	 కరిగిపోతాయి 	న    	na   
distance 	 దూరం 	న    	na   
distinguish 	 వేరు 	న    	na   
distribute 	 పంపిణీ 	న    	na   
distribution 	 పంపిణీ 	న    	na   
district 	 జిల్లా 	న    	na   
disturb 	 భంగం కలిగించు 	న    	na   
disturbing 	 కలవరపెడుతోంది 	న    	na   
divide 	 విభజించు 	న    	na   
division 	 విభజన 	న    	na   
divorce 	 విడాకులు 	న    	na   
divorced 	 విడాకులు తీసుకున్నారు 	న    	na   
do 1 	 చేయండి 1 	న    	na   
doctor 	 వైద్యుడు 	న    	na   
document 	 పత్రం 	న    	na   
dog 	 కుక్క 	న    	na   
dollar 	 డాలర్ 	న    	na   
domestic 	 దేశీయ 	న    	na   
dominate 	 ఆధిపత్యం చెలాయిస్తాయి 	న    	na   
door 	 తలుపు 	న    	na   
dot 	 చుక్క 	న    	na   
double 	 రెట్టింపు 	న    	na   
doubt 	 సందేహం 	న    	na   
do up 	 అప్ చేయండి 	న    	na   
do with 	 తో చేయండి 	న    	na   
do without 	 లేకుండా చేయండి 	న    	na   
down 	 క్రిందికి 	న    	na   
downstairs 	 మెట్లమీద 	న    	na   
downward 	 క్రిందికి 	న    	na   
downwards 	 క్రిందికి 	న    	na   
dozen 	 డజను 	న    	na   
draft 	 డ్రాఫ్ట్ 	న    	na   
drag 	 లాగండి 	న    	na   
drama 	 నాటకం 	న    	na   
dramatic 	 నాటకీయమైన 	న    	na   
dramatically 	 నాటకీయంగా 	న    	na   
draw 	 డ్రా 	న    	na   
drawer 	 సొరుగు 	న    	na   
drawing 	 డ్రాయింగ్ 	న    	na   
dream 	 కల 	న    	na   
dress 	 దుస్తులు 	న    	na   
dressed 	 దుస్తులు ధరించారు 	న    	na   
dress up 	 దుస్తులు ధరించండి 	న    	na   
drink 	 త్రాగండి 	న    	na   
drive 	 డ్రైవ్ 	న    	na   
drive away 	 తరిమికొట్టండి 	న    	na   
drive off 	 తరిమికొట్టండి 	న    	na   
driver 	 డ్రైవర్ 	న    	na   
driving 	 డ్రైవింగ్ 	న    	na   
drop 	 డ్రాప్ 	న    	na   
drop out 	 డ్రాప్ అవుట్ 	న    	na   
drug 	 మందు 	న    	na   
drugstore 	 మందుల దుకాణం 	న    	na   
drum 	 డ్రమ్ 	న    	na   
drunk 	 తాగిన 	న    	na   
dry 	 పొడి 	న    	na   
dry off 	 పొడిగా 	న    	na   
dry up 	 ఎండిపోతాయి 	న    	na   
due 	 రావాల్సి ఉంది 	న    	na   
dull 	 నిస్తేజంగా 	న    	na   
dump 	 డంప్ 	న    	na   
during 	 సమయంలో 	న    	na   
dust 	 దుమ్ము 	న    	na   
duty 	 విధి 	న    	na   
DVD 	 DVD 	న    	na   
dying 	 చనిపోతున్నది 	న    	na   
each 	 ప్రతి 	న    	na   
each other 	 ఒకరికొకరు 	న    	na   
ear 	 చెవి 	న    	na   
early 	 ప్రారంభ 	న    	na   
earn 	 సంపాదిస్తారు 	న    	na   
earth 	 భూమి 	న    	na   
ease 	 తేలిక 	న    	na   
easily 	 సులభంగా 	న    	na   
east 	 తూర్పు 	న    	na   
eastern 	 తూర్పు 	న    	na   
easy 	 సులభంగా 	న    	na   
eat 	 తినండి 	న    	na   
eat out 	 బయట తినండి 	న    	na   
eat up 	 తిను 	న    	na   
economic 	 ఆర్థిక 	న    	na   
economy 	 ఆర్థిక వ్యవస్థ 	న    	na   
edge 	 అంచు 	న    	na   
edition 	 ఎడిషన్ 	న    	na   
editor 	 సంపాదకుడు 	న    	na   
educate 	 చదువు 	న    	na   
educated 	 విద్యావంతుడు 	న    	na   
education 	 విద్య 	న    	na   
effect 	 ప్రభావం 	న    	na   
effective 	 సమర్థవంతమైన 	న    	na   
effectively 	 సమర్థవంతంగా 	న    	na   
efficient 	 సమర్థవంతమైన 	న    	na   
efficiently 	 సమర్ధవంతంగా 	న    	na   
effort 	 కృషి 	న    	na   
e.g. 	 ఉదా 	న    	na   
egg 	 గుడ్డు 	న    	na   
eight 	 ఎనిమిది 	న    	na   
eighteen 	 పద్దెనిమిది 	న    	na   
eighteenth 	 పద్దెనిమిదవది 	న    	na   
eighth 	 ఎనిమిదవది 	న    	na   
eightieth 	 ఎనభైవది 	న    	na   
eighty 	 ఎనభై 	న    	na   
either 	 గాని 	న    	na   
elbow 	 మోచేయి 	న    	na   
elderly 	 వృద్ధుడు 	న    	na   
elect 	 ఎన్నుకోబడతారు 	న    	na   
election 	 ఎన్నిక 	న    	na   
electric 	 విద్యుత్ 	న    	na   
electrical 	 విద్యుత్ 	న    	na   
electricity 	 విద్యుత్ 	న    	na   
electronic 	 ఎలక్ట్రానిక్ 	న    	na   
elegant 	 సొగసైన 	న    	na   
element 	 మూలకం 	న    	na   
elevator 	 ఎలివేటర్ 	న    	na   
eleven 	 పదకొండు 	న    	na   
eleventh 	 పదకొండవ 	న    	na   
else 	 వేరే 	న    	na   
elsewhere 	 మరెక్కడా 	న    	na   
email 	 ఇమెయిల్ 	న    	na   
embarrass 	 ఇబ్బంది 	న    	na   
embarrassed 	 ఇబ్బందిపడ్డాడు 	న    	na   
embarrassing 	 ఇబ్బందికరంగా 	న    	na   
embarrassment 	 ఇబ్బంది 	న    	na   
emerge 	 ఉద్భవిస్తాయి 	న    	na   
emergency 	 అత్యవసర 	న    	na   
emotion 	 భావోద్వేగం 	న    	na   
emotional 	 భావోద్వేగ 	న    	na   
emotionally 	 మానసికంగా 	న    	na   
emphasis 	 ఉద్ఘాటన 	న    	na   
emphasize 	 నొక్కిచెప్పండి 	న    	na   
empire 	 సామ్రాజ్యం 	న    	na   
employ 	 ఉపాధి కల్పిస్తాయి 	న    	na   
employee 	 ఉద్యోగి 	న    	na   
employer 	 యజమాని 	న    	na   
employment 	 ఉపాధి 	న    	na   
empty 	 ఖాళీ 	ఈ గది ఖాళీగా ఉంది.	This room is empty.
enable 	 ప్రారంభించు 	న    	na   
encounter 	 ఎన్కౌంటర్ 	న    	na   
encourage 	 ప్రోత్సహిస్తాయి 	న    	na   
encouragement 	 ప్రోత్సాహం 	న    	na   
end 	 ముగింపు 	న    	na   
end in 	 ముగుస్తుంది 	న    	na   
ending 	 ముగింపు 	న    	na   
end up 	 ముగుస్తుంది 	న    	na   
enemy 	 శత్రువు 	న    	na   
energy 	 శక్తి 	న    	na   
engage 	 నిమగ్నమై 	న    	na   
engaged 	 నిశ్చితార్థం 	న    	na   
engine 	 ఇంజిన్ 	న    	na   
engineer 	 ఇంజనీర్ 	న    	na   
engineering 	 ఇంజనీరింగ్ 	న    	na   
enjoy 	 ఆనందించండి 	న    	na   
enjoyable 	 ఆనందించే 	న    	na   
enjoyment 	 ఆనందం 	న    	na   
enormous 	 అపారమైన 	న    	na   
enough 	 తగినంత 	న    	na   
enquiry 	 విచారణ 	న    	na   
ensure 	 నిర్ధారించండి 	న    	na   
enter 	 ఎంటర్ 	న    	na   
entertain 	 వినోదం 	న    	na   
entertainer 	 వినోదిని 	న    	na   
entertaining 	 వినోదాత్మకంగా 	న    	na   
entertainment 	 వినోదం 	న    	na   
enthusiasm 	 ఉత్సాహం 	న    	na   
enthusiastic 	 ఉత్సాహభరితమైన 	న    	na   
enthusiastically 	 ఉత్సాహంగా 	న    	na   
entire 	 మొత్తం 	న    	na   
entirely 	 పూర్తిగా 	న    	na   
entitle 	 హక్కు 	న    	na   
entrance 1 	 ప్రవేశ 1 	న    	na   
entry 	 ప్రవేశం 	న    	na   
envelope 	 కవరు 	న    	na   
environment 	 పర్యావరణం 	న    	na   
environmental 	 పర్యావరణ 	న    	na   
equal 	 సమానం 	న    	na   
equally 	 సమానంగా 	న    	na   
equipment 	 పరికరాలు 	న    	na   
equivalent 	 సమానమైన 	న    	na   
error 	 లోపం 	న    	na   
escape 	 తప్పించుకుంటారు 	న    	na   
especially 	 ముఖ్యంగా 	న    	na   
essay 	 వ్యాసం 	న    	na   
essential 	 అవసరమైన 	న    	na   
essentially 	 ముఖ్యంగా 	న    	na   
establish 	 ఏర్పాటు 	న    	na   
estate 	 ఎస్టేట్ 	న    	na   
estimate 	 అంచనా 	న    	na   
etc. 	 మొదలైనవి 	న    	na   
euro 	 యూరో 	న    	na   
even 	 కూడా 	న    	na   
evening 	 సాయంత్రం 	న    	na   
event 	 సంఘటన 	న    	na   
eventually 	 చివరికి 	న    	na   
ever 	 ఎప్పుడూ 	న    	na   
every 	 ప్రతి 	న    	na   
everybody 	 అందరూ 	న    	na   
everyone 	 ప్రతి ఒక్కరూ 	న    	na   
everything 	 ప్రతిదీ 	న    	na   
everywhere 	 ప్రతిచోటా 	న    	na   
evidence 	 సాక్ష్యం 	న    	na   
evil 	 చెడు 	న    	na   
ex- 	 మాజీ- 	న    	na   
exact 	 ఖచ్చితమైన 	న    	na   
exactly 	 సరిగ్గా 	న    	na   
exaggerate 	 అతిశయోక్తి 	న    	na   
exaggerated 	 అతిశయోక్తి 	న    	na   
exam 	 పరీక్ష 	న    	na   
examination 	 పరీక్ష 	న    	na   
examine 	 పరిశీలించండి 	న    	na   
example 	 ఉదాహరణ 	న    	na   
excellent 	 అద్భుతమైన 	న    	na   
except 	 తప్ప 	న    	na   
exception 	 మినహాయింపు 	న    	na   
exchange 	 మార్పిడి 	న    	na   
excite 	 ఉత్తేజపరుస్తాయి 	న    	na   
excited 	 ఉత్సాహంగా 	న    	na   
excitement 	 ఉత్సాహం 	న    	na   
exciting 	 ఉత్తేజకరమైన 	న    	na   
exclude 	 మినహాయించండి 	న    	na   
excluding 	 మినహాయించి 	న    	na   
excuse 	 మన్నించు 	న    	na   
executive 	 కార్యనిర్వాహకుడు 	న    	na   
exercise 	 వ్యాయామం 	న    	na   
exhibit 	 ప్రదర్శించు 	న    	na   
exhibition 	 ప్రదర్శన 	న    	na   
exist 	 ఉనికిలో ఉన్నాయి 	న    	na   
existence 	 ఉనికి 	న    	na   
exit 	 నిష్క్రమించు 	న    	na   
expand 	 విస్తరించండి 	న    	na   
expect 	 ఆశించవచ్చు 	న    	na   
expectation 	 నిరీక్షణ 	న    	na   
expected 	 ఊహించబడింది 	న    	na   
expense 	 ఖర్చు 	న    	na   
expensive 	 ఖరీదైన 	న    	na   
experience 	 అనుభవం 	న    	na   
experienced 	 అనుభవించాడు 	న    	na   
experiment 	 ప్రయోగం 	న    	na   
expert 	 నిపుణుడు 	న    	na   
explain 	 వివరించండి 	న    	na   
explanation 	 వివరణ 	న    	na   
explode 	 పేలుడు 	న    	na   
explore 	 అన్వేషించండి 	న    	na   
explosion 	 పేలుడు 	న    	na   
export 	 ఎగుమతి 	న    	na   
expose 	 బహిర్గతం చేయండి 	న    	na   
express 	 ఎక్స్ప్రెస్ 	న    	na   
expression 	 వ్యక్తీకరణ 	న    	na   
extend 	 విస్తరించు 	న    	na   
extension 	 పొడిగింపు 	న    	na   
extensive 	 విస్తృతమైన 	న    	na   
extent 	 మేరకు 	న    	na   
extra 	 అదనపు 	న    	na   
extraordinary 	 అసాధారణమైన 	న    	na   
extreme 	 తీవ్రమైన 	న    	na   
extremely 	 అత్యంత 	న    	na   
eye 	 కన్ను 	న    	na   
face 	 ముఖం 	న    	na   
face up to 	 వరకు ముఖం 	న    	na   
facility 	 సౌకర్యం 	న    	na   
fact 	 వాస్తవం 	న    	na   
factor 	 కారకం 	న    	na   
factory 	 కర్మాగారం 	న    	na   
fail 	 విఫలం 	న    	na   
failure 	 వైఫల్యం 	న    	na   
faint 	 మూర్ఛపోతుంది 	న    	na   
faintly 	 మందకొడిగా 	న    	na   
fair 	 న్యాయమైన 	న    	na   
fairly 	 న్యాయంగా 	న    	na   
faith 	 విశ్వాసం 	న    	na   
faithful 	 నమ్మకమైన 	న    	na   
faithfully 	 నమ్మకంగా 	న    	na   
fall 	 పతనం 	న    	na   
false 	 తప్పుడు 	న    	na   
fame 	 కీర్తి 	న    	na   
familiar 	 తెలిసిన 	న    	na   
family 	 కుటుంబం 	న    	na   
famous 	 ప్రసిద్ధి 	న    	na   
fan 	 అభిమాని 	న    	na   
fancy 	 ఫాన్సీ 	న    	na   
far 	 చాలా దూరం 	న    	na   
farm 	 పొలం 	న    	na   
farmer 	 రైతు 	న    	na   
farming 	 వ్యవసాయం 	న    	na   
farther 	 దూరంగా 	న    	na   
farthest 	 చాలా దూరం 	న    	na   
fashion 	 ఫ్యాషన్ 	న    	na   
fashionable 	 ఫ్యాషన్ 	న    	na   
fast 	 వేగంగా 	న    	na   
fasten 	 కట్టు 	న    	na   
fat 	 లావు 	న    	na   
father 	 తండ్రి 	న    	na   
faucet 	 పీపాలో నుంచి నీళ్లు బయిటికి రావడమునకు వేసివుండే చిన్న గొట్టము 	న    	na   
fault 	 తప్పు 	న    	na   
favour 	 అనుకూలంగా 	న    	na   
favourite 	 ఇష్టమైన 	న    	na   
fear 	 భయం 	న    	na   
feather 	 ఈక 	న    	na   
feature 	 లక్షణం 	న    	na   
February 	 ఫిబ్రవరి 	న    	na   
federal 	 సమాఖ్య 	న    	na   
fee 	 రుసుము 	న    	na   
feed 	 తిండి 	న    	na   
feel 	 అనుభూతి 	న    	na   
feeling 	 అనుభూతి 	న    	na   
fellow 	 తోటి 	న    	na   
female 	 స్త్రీ 	న    	na   
fence 	 కంచె 	న    	na   
festival 	 పండుగ 	న    	na   
fetch 	 తీసుకుని 	న    	na   
fever 	 జ్వరం 	న    	na   
few 	 కొన్ని 	న    	na   
field 	 ఫీల్డ్ 	న    	na   
fifteen 	 పదిహేను 	న    	na   
fifteenth 	 పదిహేనవది 	న    	na   
fifth 	 ఐదవది 	న    	na   
fiftieth 	 యాభైవది 	న    	na   
fifty 	 యాభై 	న    	na   
fight 	 పోరాడు 	న    	na   
fighting 	 పోరాడుతున్నారు 	న    	na   
figure 	 బొమ్మ 	న    	na   
figure out 	 గుర్తించండి 	న    	na   
file 	 ఫైల్ 	న    	na   
fill 	 నింపండి 	న    	na   
fill in 	 పూరించండి 	న    	na   
fill out 	 పూరించండి 	న    	na   
fill up 	 నింపండి 	న    	na   
film 	 చిత్రం 	న    	na   
final 	 ఫైనల్ 	న    	na   
finally 	 చివరకు 	న    	na   
finance 	 ఫైనాన్స్ 	న    	na   
financial 	 ఆర్థిక 	న    	na   
find 	 కనుగొనండి 	న    	na   
find out 	 కనుక్కోండి 	న    	na   
fine 	 జరిమానా 	న    	na   
finely 	 చక్కగా 	న    	na   
finger 	 వేలు 	న    	na   
finish 	 పూర్తి 	న    	na   
finished 	 పూర్తయింది 	న    	na   
finish off 	 ముగించు 	న    	na   
fire 	 అగ్ని 	న    	na   
firm 	 సంస్థ 	న    	na   
firmly 	 దృఢంగా 	న    	na   
first 	 మొదటి 	న    	na   
fish 	 చేప 	న    	na   
fishing 	 చేపలు పట్టడం 	న    	na   
fit 	 సరిపోయింది 	న    	na   
fit in 	 సరిపోతాయి 	న    	na   
five 	 ఐదు 	న    	na   
fix 	 పరిష్కరించండి 	న    	na   
fixed 	 పరిష్కరించబడింది 	న    	na   
flag 	 జెండా 	న    	na   
flame 	 జ్వాల 	న    	na   
flash 	 ఫ్లాష్ 	న    	na   
flat 	 ఫ్లాట్ 	న    	na   
flavour 	 రుచి 	న    	na   
flesh 	 మాంసం 	న    	na   
flight 	 విమానము 	న    	na   
float 	 తేలుతుంది 	న    	na   
flood 	 వరద 	న    	na   
flooded 	 వరదలు వచ్చాయి 	న    	na   
flooding 	 వరదలు 	న    	na   
floor 	 అంతస్తు 	న    	na   
flour 	 పిండి 	న    	na   
flow 	 ప్రవాహం 	న    	na   
flower 	 పువ్వు 	న    	na   
flu 	 ఫ్లూ 	న    	na   
fly 	 ఎగురుతాయి 	న    	na   
